date,state,cases_unvax,cases_pvax,cases_fvax,cases_boost
2020-01-25,Malaysia,4,0,0,0
2020-01-26,Malaysia,0,0,0,0
2020-01-27,Malaysia,0,0,0,0
2020-01-28,Malaysia,0,0,0,0
2020-01-29,Malaysia,3,0,0,0
2020-01-30,Malaysia,1,0,0,0
2020-01-31,Malaysia,0,0,0,0
2020-02-01,Malaysia,0,0,0,0
2020-02-02,Malaysia,0,0,0,0
2020-02-03,Malaysia,0,0,0,0
2020-02-04,Malaysia,2,0,0,0
2020-02-05,Malaysia,2,0,0,0
2020-02-06,Malaysia,2,0,0,0
2020-02-07,Malaysia,1,0,0,0
2020-02-08,Malaysia,1,0,0,0
2020-02-09,Malaysia,1,0,0,0
2020-02-10,Malaysia,1,0,0,0
2020-02-11,Malaysia,0,0,0,0
2020-02-12,Malaysia,0,0,0,0
2020-02-13,Malaysia,0,0,0,0
2020-02-14,Malaysia,1,0,0,0
2020-02-15,Malaysia,3,0,0,0
2020-02-16,Malaysia,0,0,0,0
2020-02-17,Malaysia,0,0,0,0
2020-02-18,Malaysia,0,0,0,0
2020-02-19,Malaysia,0,0,0,0
2020-02-20,Malaysia,0,0,0,0
2020-02-21,Malaysia,0,0,0,0
2020-02-22,Malaysia,0,0,0,0
2020-02-23,Malaysia,0,0,0,0
2020-02-24,Malaysia,0,0,0,0
2020-02-25,Malaysia,0,0,0,0
2020-02-26,Malaysia,0,0,0,0
2020-02-27,Malaysia,1,0,0,0
2020-02-28,Malaysia,2,0,0,0
2020-02-29,Malaysia,0,0,0,0
2020-03-01,Malaysia,4,0,0,0
2020-03-02,Malaysia,0,0,0,0
2020-03-03,Malaysia,7,0,0,0
2020-03-04,Malaysia,14,0,0,0
2020-03-05,Malaysia,5,0,0,0
2020-03-06,Malaysia,28,0,0,0
2020-03-07,Malaysia,10,0,0,0
2020-03-08,Malaysia,6,0,0,0
2020-03-09,Malaysia,18,0,0,0
2020-03-10,Malaysia,12,0,0,0
2020-03-11,Malaysia,20,0,0,0
2020-03-12,Malaysia,9,0,0,0
2020-03-13,Malaysia,39,0,0,0
2020-03-14,Malaysia,41,0,0,0
2020-03-15,Malaysia,190,0,0,0
2020-03-16,Malaysia,125,0,0,0
2020-03-17,Malaysia,120,0,0,0
2020-03-18,Malaysia,117,0,0,0
2020-03-19,Malaysia,110,0,0,0
2020-03-20,Malaysia,130,0,0,0
2020-03-21,Malaysia,153,0,0,0
2020-03-22,Malaysia,123,0,0,0
2020-03-23,Malaysia,212,0,0,0
2020-03-24,Malaysia,106,0,0,0
2020-03-25,Malaysia,172,0,0,0
2020-03-26,Malaysia,235,0,0,0
2020-03-27,Malaysia,130,0,0,0
2020-03-28,Malaysia,159,0,0,0
2020-03-29,Malaysia,150,0,0,0
2020-03-30,Malaysia,156,0,0,0
2020-03-31,Malaysia,140,0,0,0
2020-04-01,Malaysia,142,0,0,0
2020-04-02,Malaysia,208,0,0,0
2020-04-03,Malaysia,217,0,0,0
2020-04-04,Malaysia,150,0,0,0
2020-04-05,Malaysia,179,0,0,0
2020-04-06,Malaysia,131,0,0,0
2020-04-07,Malaysia,170,0,0,0
2020-04-08,Malaysia,156,0,0,0
2020-04-09,Malaysia,109,0,0,0
2020-04-10,Malaysia,118,0,0,0
2020-04-11,Malaysia,184,0,0,0
2020-04-12,Malaysia,153,0,0,0
2020-04-13,Malaysia,134,0,0,0
2020-04-14,Malaysia,170,0,0,0
2020-04-15,Malaysia,85,0,0,0
2020-04-16,Malaysia,110,0,0,0
2020-04-17,Malaysia,69,0,0,0
2020-04-18,Malaysia,54,0,0,0
2020-04-19,Malaysia,84,0,0,0
2020-04-20,Malaysia,36,0,0,0
2020-04-21,Malaysia,57,0,0,0
2020-04-22,Malaysia,50,0,0,0
2020-04-23,Malaysia,71,0,0,0
2020-04-24,Malaysia,88,0,0,0
2020-04-25,Malaysia,51,0,0,0
2020-04-26,Malaysia,38,0,0,0
2020-04-27,Malaysia,40,0,0,0
2020-04-28,Malaysia,31,0,0,0
2020-04-29,Malaysia,94,0,0,0
2020-04-30,Malaysia,57,0,0,0
2020-05-01,Malaysia,69,0,0,0
2020-05-02,Malaysia,105,0,0,0
2020-05-03,Malaysia,122,0,0,0
2020-05-04,Malaysia,55,0,0,0
2020-05-05,Malaysia,30,0,0,0
2020-05-06,Malaysia,45,0,0,0
2020-05-07,Malaysia,39,0,0,0
2020-05-08,Malaysia,68,0,0,0
2020-05-09,Malaysia,54,0,0,0
2020-05-10,Malaysia,67,0,0,0
2020-05-11,Malaysia,70,0,0,0
2020-05-12,Malaysia,16,0,0,0
2020-05-13,Malaysia,37,0,0,0
2020-05-14,Malaysia,40,0,0,0
2020-05-15,Malaysia,36,0,0,0
2020-05-16,Malaysia,17,0,0,0
2020-05-17,Malaysia,22,0,0,0
2020-05-18,Malaysia,47,0,0,0
2020-05-19,Malaysia,37,0,0,0
2020-05-20,Malaysia,31,0,0,0
2020-05-21,Malaysia,50,0,0,0
2020-05-22,Malaysia,78,0,0,0
2020-05-23,Malaysia,48,0,0,0
2020-05-24,Malaysia,60,0,0,0
2020-05-25,Malaysia,172,0,0,0
2020-05-26,Malaysia,187,0,0,0
2020-05-27,Malaysia,15,0,0,0
2020-05-28,Malaysia,10,0,0,0
2020-05-29,Malaysia,103,0,0,0
2020-05-30,Malaysia,30,0,0,0
2020-05-31,Malaysia,57,0,0,0
2020-06-01,Malaysia,38,0,0,0
2020-06-02,Malaysia,20,0,0,0
2020-06-03,Malaysia,93,0,0,0
2020-06-04,Malaysia,277,0,0,0
2020-06-05,Malaysia,19,0,0,0
2020-06-06,Malaysia,37,0,0,0
2020-06-07,Malaysia,19,0,0,0
2020-06-08,Malaysia,7,0,0,0
2020-06-09,Malaysia,7,0,0,0
2020-06-10,Malaysia,2,0,0,0
2020-06-11,Malaysia,31,0,0,0
2020-06-12,Malaysia,33,0,0,0
2020-06-13,Malaysia,43,0,0,0
2020-06-14,Malaysia,8,0,0,0
2020-06-15,Malaysia,41,0,0,0
2020-06-16,Malaysia,11,0,0,0
2020-06-17,Malaysia,10,0,0,0
2020-06-18,Malaysia,14,0,0,0
2020-06-19,Malaysia,6,0,0,0
2020-06-20,Malaysia,21,0,0,0
2020-06-21,Malaysia,16,0,0,0
2020-06-22,Malaysia,15,0,0,0
2020-06-23,Malaysia,3,0,0,0
2020-06-24,Malaysia,6,0,0,0
2020-06-25,Malaysia,4,0,0,0
2020-06-26,Malaysia,6,0,0,0
2020-06-27,Malaysia,10,0,0,0
2020-06-28,Malaysia,18,0,0,0
2020-06-29,Malaysia,3,0,0,0
2020-06-30,Malaysia,2,0,0,0
2020-07-01,Malaysia,1,0,0,0
2020-07-02,Malaysia,3,0,0,0
2020-07-03,Malaysia,5,0,0,0
2020-07-04,Malaysia,10,0,0,0
2020-07-05,Malaysia,5,0,0,0
2020-07-06,Malaysia,5,0,0,0
2020-07-07,Malaysia,6,0,0,0
2020-07-08,Malaysia,3,0,0,0
2020-07-09,Malaysia,6,0,0,0
2020-07-10,Malaysia,13,0,0,0
2020-07-11,Malaysia,8,0,0,0
2020-07-12,Malaysia,14,0,0,0
2020-07-13,Malaysia,7,0,0,0
2020-07-14,Malaysia,4,0,0,0
2020-07-15,Malaysia,5,0,0,0
2020-07-16,Malaysia,3,0,0,0
2020-07-17,Malaysia,18,0,0,0
2020-07-18,Malaysia,9,0,0,0
2020-07-19,Malaysia,15,0,0,0
2020-07-20,Malaysia,21,0,0,0
2020-07-21,Malaysia,15,0,0,0
2020-07-22,Malaysia,16,0,0,0
2020-07-23,Malaysia,9,0,0,0
2020-07-24,Malaysia,21,0,0,0
2020-07-25,Malaysia,23,0,0,0
2020-07-26,Malaysia,13,0,0,0
2020-07-27,Malaysia,7,0,0,0
2020-07-28,Malaysia,39,0,0,0
2020-07-29,Malaysia,13,0,0,0
2020-07-30,Malaysia,8,0,0,0
2020-07-31,Malaysia,12,0,0,0
2020-08-01,Malaysia,9,0,0,0
2020-08-02,Malaysia,14,0,0,0
2020-08-03,Malaysia,2,0,0,0
2020-08-04,Malaysia,1,0,0,0
2020-08-05,Malaysia,21,0,0,0
2020-08-06,Malaysia,15,0,0,0
2020-08-07,Malaysia,25,0,0,0
2020-08-08,Malaysia,7,0,0,0
2020-08-09,Malaysia,13,0,0,0
2020-08-10,Malaysia,11,0,0,0
2020-08-11,Malaysia,9,0,0,0
2020-08-12,Malaysia,11,0,0,0
2020-08-13,Malaysia,15,0,0,0
2020-08-14,Malaysia,20,0,0,0
2020-08-15,Malaysia,26,0,0,0
2020-08-16,Malaysia,25,0,0,0
2020-08-17,Malaysia,12,0,0,0
2020-08-18,Malaysia,7,0,0,0
2020-08-19,Malaysia,16,0,0,0
2020-08-20,Malaysia,5,0,0,0
2020-08-21,Malaysia,9,0,0,0
2020-08-22,Malaysia,8,0,0,0
2020-08-23,Malaysia,10,0,0,0
2020-08-24,Malaysia,7,0,0,0
2020-08-25,Malaysia,11,0,0,0
2020-08-26,Malaysia,6,0,0,0
2020-08-27,Malaysia,5,0,0,0
2020-08-28,Malaysia,10,0,0,0
2020-08-29,Malaysia,11,0,0,0
2020-08-30,Malaysia,17,0,0,0
2020-08-31,Malaysia,6,0,0,0
2020-09-01,Malaysia,14,0,0,0
2020-09-02,Malaysia,6,0,0,0
2020-09-03,Malaysia,14,0,0,0
2020-09-04,Malaysia,11,0,0,0
2020-09-05,Malaysia,6,0,0,0
2020-09-06,Malaysia,6,0,0,0
2020-09-07,Malaysia,62,0,0,0
2020-09-08,Malaysia,100,0,0,0
2020-09-09,Malaysia,24,0,0,0
2020-09-10,Malaysia,45,0,0,0
2020-09-11,Malaysia,182,0,0,0
2020-09-12,Malaysia,58,0,0,0
2020-09-13,Malaysia,47,0,0,0
2020-09-14,Malaysia,31,0,0,0
2020-09-15,Malaysia,23,0,0,0
2020-09-16,Malaysia,62,0,0,0
2020-09-17,Malaysia,21,0,0,0
2020-09-18,Malaysia,95,0,0,0
2020-09-19,Malaysia,20,0,0,0
2020-09-20,Malaysia,52,0,0,0
2020-09-21,Malaysia,57,0,0,0
2020-09-22,Malaysia,82,0,0,0
2020-09-23,Malaysia,147,0,0,0
2020-09-24,Malaysia,72,0,0,0
2020-09-25,Malaysia,110,0,0,0
2020-09-26,Malaysia,82,0,0,0
2020-09-27,Malaysia,150,0,0,0
2020-09-28,Malaysia,115,0,0,0
2020-09-29,Malaysia,101,0,0,0
2020-09-30,Malaysia,89,0,0,0
2020-10-01,Malaysia,260,0,0,0
2020-10-02,Malaysia,287,0,0,0
2020-10-03,Malaysia,317,0,0,0
2020-10-04,Malaysia,293,0,0,0
2020-10-05,Malaysia,432,0,0,0
2020-10-06,Malaysia,691,0,0,0
2020-10-07,Malaysia,489,0,0,0
2020-10-08,Malaysia,375,0,0,0
2020-10-09,Malaysia,354,0,0,0
2020-10-10,Malaysia,374,0,0,0
2020-10-11,Malaysia,561,0,0,0
2020-10-12,Malaysia,563,0,0,0
2020-10-13,Malaysia,660,0,0,0
2020-10-14,Malaysia,660,0,0,0
2020-10-15,Malaysia,589,0,0,0
2020-10-16,Malaysia,629,0,0,0
2020-10-17,Malaysia,869,0,0,0
2020-10-18,Malaysia,871,0,0,0
2020-10-19,Malaysia,865,0,0,0
2020-10-20,Malaysia,862,0,0,0
2020-10-21,Malaysia,732,0,0,0
2020-10-22,Malaysia,847,0,0,0
2020-10-23,Malaysia,710,0,0,0
2020-10-24,Malaysia,1228,0,0,0
2020-10-25,Malaysia,823,0,0,0
2020-10-26,Malaysia,1240,0,0,0
2020-10-27,Malaysia,835,0,0,0
2020-10-28,Malaysia,801,0,0,0
2020-10-29,Malaysia,649,0,0,0
2020-10-30,Malaysia,799,0,0,0
2020-10-31,Malaysia,659,0,0,0
2020-11-01,Malaysia,957,0,0,0
2020-11-02,Malaysia,834,0,0,0
2020-11-03,Malaysia,1054,0,0,0
2020-11-04,Malaysia,1032,0,0,0
2020-11-05,Malaysia,1009,0,0,0
2020-11-06,Malaysia,1755,0,0,0
2020-11-07,Malaysia,1168,0,0,0
2020-11-08,Malaysia,852,0,0,0
2020-11-09,Malaysia,972,0,0,0
2020-11-10,Malaysia,869,0,0,0
2020-11-11,Malaysia,822,0,0,0
2020-11-12,Malaysia,919,0,0,0
2020-11-13,Malaysia,1304,0,0,0
2020-11-14,Malaysia,1114,0,0,0
2020-11-15,Malaysia,1208,0,0,0
2020-11-16,Malaysia,1103,0,0,0
2020-11-17,Malaysia,1210,0,0,0
2020-11-18,Malaysia,660,0,0,0
2020-11-19,Malaysia,1290,0,0,0
2020-11-20,Malaysia,958,0,0,0
2020-11-21,Malaysia,1041,0,0,0
2020-11-22,Malaysia,1096,0,0,0
2020-11-23,Malaysia,1884,0,0,0
2020-11-24,Malaysia,2188,0,0,0
2020-11-25,Malaysia,970,0,0,0
2020-11-26,Malaysia,935,0,0,0
2020-11-27,Malaysia,1109,0,0,0
2020-11-28,Malaysia,1315,0,0,0
2020-11-29,Malaysia,1309,0,0,0
2020-11-30,Malaysia,1212,0,0,0
2020-12-01,Malaysia,1472,0,0,0
2020-12-02,Malaysia,851,0,0,0
2020-12-03,Malaysia,1075,0,0,0
2020-12-04,Malaysia,1141,0,0,0
2020-12-05,Malaysia,1123,0,0,0
2020-12-06,Malaysia,1335,0,0,0
2020-12-07,Malaysia,1600,0,0,0
2020-12-08,Malaysia,1012,0,0,0
2020-12-09,Malaysia,959,0,0,0
2020-12-10,Malaysia,2234,0,0,0
2020-12-11,Malaysia,1810,0,0,0
2020-12-12,Malaysia,1937,0,0,0
2020-12-13,Malaysia,1229,0,0,0
2020-12-14,Malaysia,1371,0,0,0
2020-12-15,Malaysia,1772,0,0,0
2020-12-16,Malaysia,1295,0,0,0
2020-12-17,Malaysia,1220,0,0,0
2020-12-18,Malaysia,1683,0,0,0
2020-12-19,Malaysia,1153,0,0,0
2020-12-20,Malaysia,1340,0,0,0
2020-12-21,Malaysia,2018,0,0,0
2020-12-22,Malaysia,2062,0,0,0
2020-12-23,Malaysia,1348,0,0,0
2020-12-24,Malaysia,1581,0,0,0
2020-12-25,Malaysia,1247,0,0,0
2020-12-26,Malaysia,2335,0,0,0
2020-12-27,Malaysia,1196,0,0,0
2020-12-28,Malaysia,1594,0,0,0
2020-12-29,Malaysia,1925,0,0,0
2020-12-30,Malaysia,1870,0,0,0
2020-12-31,Malaysia,2525,0,0,0
2021-01-01,Malaysia,2068,0,0,0
2021-01-02,Malaysia,2295,0,0,0
2021-01-03,Malaysia,1704,0,0,0
2021-01-04,Malaysia,1741,0,0,0
2021-01-05,Malaysia,2027,0,0,0
2021-01-06,Malaysia,2593,0,0,0
2021-01-07,Malaysia,3027,0,0,0
2021-01-08,Malaysia,2643,0,0,0
2021-01-09,Malaysia,2451,0,0,0
2021-01-10,Malaysia,2433,0,0,0
2021-01-11,Malaysia,2232,0,0,0
2021-01-12,Malaysia,3309,0,0,0
2021-01-13,Malaysia,2985,0,0,0
2021-01-14,Malaysia,3337,0,0,0
2021-01-15,Malaysia,3211,0,0,0
2021-01-16,Malaysia,4029,0,0,0
2021-01-17,Malaysia,3339,0,0,0
2021-01-18,Malaysia,3306,0,0,0
2021-01-19,Malaysia,3631,0,0,0
2021-01-20,Malaysia,4008,0,0,0
2021-01-21,Malaysia,3170,0,0,0
2021-01-22,Malaysia,3631,0,0,0
2021-01-23,Malaysia,4275,0,0,0
2021-01-24,Malaysia,3346,0,0,0
2021-01-25,Malaysia,3047,1,0,0
2021-01-26,Malaysia,3585,0,0,0
2021-01-27,Malaysia,3680,0,0,0
2021-01-28,Malaysia,4094,0,0,0
2021-01-29,Malaysia,5725,0,0,0
2021-01-30,Malaysia,5728,0,0,0
2021-01-31,Malaysia,5298,0,0,0
2021-02-01,Malaysia,4214,0,0,0
2021-02-02,Malaysia,3454,1,0,0
2021-02-03,Malaysia,4284,0,0,0
2021-02-04,Malaysia,4570,1,0,0
2021-02-05,Malaysia,3391,0,0,0
2021-02-06,Malaysia,3847,0,0,0
2021-02-07,Malaysia,3731,0,0,0
2021-02-08,Malaysia,3100,0,0,0
2021-02-09,Malaysia,2764,0,0,0
2021-02-10,Malaysia,3288,0,0,0
2021-02-11,Malaysia,3384,0,0,0
2021-02-12,Malaysia,3318,0,0,0
2021-02-13,Malaysia,3499,0,0,0
2021-02-14,Malaysia,2464,0,0,0
2021-02-15,Malaysia,2176,0,0,0
2021-02-16,Malaysia,2720,0,0,0
2021-02-17,Malaysia,2998,0,0,0
2021-02-18,Malaysia,2712,0,0,0
2021-02-19,Malaysia,2936,0,0,0
2021-02-20,Malaysia,2461,0,0,0
2021-02-21,Malaysia,3296,1,0,0
2021-02-22,Malaysia,2192,0,0,0
2021-02-23,Malaysia,2468,0,0,0
2021-02-24,Malaysia,3545,0,0,0
2021-02-25,Malaysia,1924,0,0,0
2021-02-26,Malaysia,2253,0,0,0
2021-02-27,Malaysia,2364,0,0,0
2021-02-28,Malaysia,2437,0,0,0
2021-03-01,Malaysia,1828,0,0,0
2021-03-02,Malaysia,1555,0,0,0
2021-03-03,Malaysia,1744,1,0,0
2021-03-04,Malaysia,2062,1,0,0
2021-03-05,Malaysia,2151,3,0,0
2021-03-06,Malaysia,1678,2,0,0
2021-03-07,Malaysia,1680,3,0,0
2021-03-08,Malaysia,1522,7,0,0
2021-03-09,Malaysia,1277,3,0,0
2021-03-10,Malaysia,1446,2,0,0
2021-03-11,Malaysia,1628,19,0,0
2021-03-12,Malaysia,1570,5,0,0
2021-03-13,Malaysia,1453,17,0,0
2021-03-14,Malaysia,1341,12,1,0
2021-03-15,Malaysia,1192,15,1,0
2021-03-16,Malaysia,1049,13,1,0
2021-03-17,Malaysia,1205,14,0,0
2021-03-18,Malaysia,1200,13,0,0
2021-03-19,Malaysia,1560,15,1,0
2021-03-20,Malaysia,1650,21,0,0
2021-03-21,Malaysia,1312,15,0,0
2021-03-22,Malaysia,1110,6,0,0
2021-03-23,Malaysia,1363,20,1,0
2021-03-24,Malaysia,1251,17,0,0
2021-03-25,Malaysia,1343,17,0,0
2021-03-26,Malaysia,1264,10,1,0
2021-03-27,Malaysia,1187,12,0,0
2021-03-28,Malaysia,1290,12,0,0
2021-03-29,Malaysia,929,12,0,0
2021-03-30,Malaysia,1117,15,1,0
2021-03-31,Malaysia,1462,20,0,0
2021-04-01,Malaysia,1170,8,0,0
2021-04-02,Malaysia,1286,8,0,0
2021-04-03,Malaysia,1629,9,0,0
2021-04-04,Malaysia,1341,8,0,0
2021-04-05,Malaysia,1060,10,0,0
2021-04-06,Malaysia,1289,10,1,0
2021-04-07,Malaysia,1122,17,0,0
2021-04-08,Malaysia,1272,11,2,0
2021-04-09,Malaysia,1821,31,2,0
2021-04-10,Malaysia,1495,13,2,0
2021-04-11,Malaysia,1721,15,3,0
2021-04-12,Malaysia,1308,9,0,0
2021-04-13,Malaysia,1758,7,2,0
2021-04-14,Malaysia,1869,16,4,0
2021-04-15,Malaysia,2131,11,6,0
2021-04-16,Malaysia,2530,17,4,0
2021-04-17,Malaysia,2306,22,3,0
2021-04-18,Malaysia,2174,18,3,0
2021-04-19,Malaysia,2060,15,3,0
2021-04-20,Malaysia,2322,15,4,0
2021-04-21,Malaysia,2317,15,8,0
2021-04-22,Malaysia,2841,29,5,0
2021-04-23,Malaysia,2810,23,14,0
2021-04-24,Malaysia,2676,29,12,0
2021-04-25,Malaysia,2658,25,7,0
2021-04-26,Malaysia,2746,23,7,0
2021-04-27,Malaysia,2696,22,15,0
2021-04-28,Malaysia,3099,28,15,0
2021-04-29,Malaysia,3283,38,11,0
2021-04-30,Malaysia,3730,39,19,0
2021-05-01,Malaysia,2826,40,15,0
2021-05-02,Malaysia,3368,38,12,0
2021-05-03,Malaysia,2468,24,8,0
2021-05-04,Malaysia,3062,36,22,0
2021-05-05,Malaysia,3673,48,23,0
2021-05-06,Malaysia,3485,44,22,0
2021-05-07,Malaysia,4419,62,17,0
2021-05-08,Malaysia,4451,52,16,0
2021-05-09,Malaysia,3665,43,25,0
2021-05-10,Malaysia,3721,63,23,0
2021-05-11,Malaysia,3895,46,32,0
2021-05-12,Malaysia,4677,62,26,0
2021-05-13,Malaysia,4748,77,30,0
2021-05-14,Malaysia,3999,89,25,0
2021-05-15,Malaysia,4013,92,35,0
2021-05-16,Malaysia,3674,82,24,0
2021-05-17,Malaysia,4327,86,33,0
2021-05-18,Malaysia,4730,88,47,0
2021-05-19,Malaysia,5906,102,67,0
2021-05-20,Malaysia,6615,118,73,0
2021-05-21,Malaysia,6298,106,89,0
2021-05-22,Malaysia,6107,127,86,0
2021-05-23,Malaysia,6739,135,102,0
2021-05-24,Malaysia,6297,119,93,0
2021-05-25,Malaysia,7060,132,97,0
2021-05-26,Malaysia,7246,125,107,0
2021-05-27,Malaysia,7582,147,128,0
2021-05-28,Malaysia,8026,150,114,0
2021-05-29,Malaysia,8709,165,146,0
2021-05-30,Malaysia,6763,142,94,0
2021-05-31,Malaysia,6586,136,102,0
2021-06-01,Malaysia,6828,154,123,0
2021-06-02,Malaysia,7394,167,142,0
2021-06-03,Malaysia,7928,143,138,0
2021-06-04,Malaysia,7445,181,122,0
2021-06-05,Malaysia,7173,157,122,0
2021-06-06,Malaysia,5962,167,112,0
2021-06-07,Malaysia,5002,148,121,0
2021-06-08,Malaysia,5338,143,85,0
2021-06-09,Malaysia,5970,154,115,0
2021-06-10,Malaysia,5392,155,124,0
2021-06-11,Malaysia,6543,196,110,0
2021-06-12,Malaysia,5524,161,108,0
2021-06-13,Malaysia,5057,156,91,0
2021-06-14,Malaysia,4687,170,92,0
2021-06-15,Malaysia,5137,183,99,0
2021-06-16,Malaysia,4837,220,93,0
2021-06-17,Malaysia,5425,208,105,0
2021-06-18,Malaysia,6132,198,110,0
2021-06-19,Malaysia,5535,269,107,0
2021-06-20,Malaysia,5011,208,74,0
2021-06-21,Malaysia,4300,229,82,0
2021-06-22,Malaysia,4375,277,91,0
2021-06-23,Malaysia,4809,334,101,0
2021-06-24,Malaysia,5349,377,115,0
2021-06-25,Malaysia,5354,324,134,0
2021-06-26,Malaysia,5292,396,115,0
2021-06-27,Malaysia,5032,422,132,0
2021-06-28,Malaysia,4766,341,111,0
2021-06-29,Malaysia,5849,426,162,0
2021-06-30,Malaysia,5601,505,170,0
2021-07-01,Malaysia,6165,647,176,0
2021-07-02,Malaysia,6190,590,202,0
2021-07-03,Malaysia,5883,590,185,0
2021-07-04,Malaysia,5293,591,161,0
2021-07-05,Malaysia,5552,623,212,0
2021-07-06,Malaysia,6700,736,218,0
2021-07-07,Malaysia,6155,728,214,0
2021-07-08,Malaysia,7544,1030,294,0
2021-07-09,Malaysia,7875,1016,289,0
2021-07-10,Malaysia,7915,1101,337,0
2021-07-11,Malaysia,7556,1209,340,0
2021-07-12,Malaysia,7153,1098,323,0
2021-07-13,Malaysia,9140,1475,464,0
2021-07-14,Malaysia,9324,1772,522,0
2021-07-15,Malaysia,10827,1876,512,0
2021-07-16,Malaysia,10133,1869,539,0
2021-07-17,Malaysia,10128,1917,483,0
2021-07-18,Malaysia,8630,1626,454,0
2021-07-19,Malaysia,8626,1854,492,0
2021-07-20,Malaysia,9648,2177,541,0
2021-07-21,Malaysia,9156,2247,582,0
2021-07-22,Malaysia,9648,2653,733,0
2021-07-23,Malaysia,11442,3342,789,0
2021-07-24,Malaysia,11668,3454,780,0
2021-07-25,Malaysia,12517,3618,910,0
2021-07-26,Malaysia,11040,2767,709,0
2021-07-27,Malaysia,11652,3539,926,0
2021-07-28,Malaysia,12145,4156,1104,0
2021-07-29,Malaysia,11875,4188,1107,0
2021-07-30,Malaysia,11553,4164,1123,0
2021-07-31,Malaysia,12099,4440,1247,0
2021-08-01,Malaysia,11255,4710,1185,0
2021-08-02,Malaysia,10315,4317,1132,0
2021-08-03,Malaysia,11010,4751,1344,0
2021-08-04,Malaysia,12681,5585,1553,0
2021-08-05,Malaysia,12260,6610,1726,0
2021-08-06,Malaysia,12084,6956,1849,0
2021-08-07,Malaysia,11158,6376,1723,0
2021-08-08,Malaysia,10973,5982,1733,0
2021-08-09,Malaysia,9999,5578,1659,0
2021-08-10,Malaysia,11444,6616,1931,0
2021-08-11,Malaysia,12080,6611,2089,0
2021-08-12,Malaysia,12208,7016,2444,0
2021-08-13,Malaysia,11824,7219,2425,0
2021-08-14,Malaysia,11427,6841,2402,0
2021-08-15,Malaysia,11189,6863,2494,0
2021-08-16,Malaysia,10590,6447,2703,0
2021-08-17,Malaysia,10674,6212,2745,0
2021-08-18,Malaysia,11857,7174,3211,0
2021-08-19,Malaysia,12451,7175,3322,0
2021-08-20,Malaysia,12108,7212,4244,0
2021-08-21,Malaysia,11436,6900,3926,0
2021-08-22,Malaysia,10485,5896,3426,0
2021-08-23,Malaysia,9058,5208,3406,0
2021-08-24,Malaysia,10597,6293,3947,0
2021-08-25,Malaysia,11183,6946,4513,0
2021-08-26,Malaysia,12365,7315,4919,0
2021-08-27,Malaysia,10533,6492,5045,0
2021-08-28,Malaysia,10424,6856,5317,0
2021-08-29,Malaysia,10009,5648,4922,0
2021-08-30,Malaysia,9325,5289,4654,0
2021-08-31,Malaysia,9490,5831,5576,0
2021-09-01,Malaysia,8298,4977,5487,0
2021-09-02,Malaysia,9557,5168,6263,0
2021-09-03,Malaysia,8598,4765,6015,0
2021-09-04,Malaysia,8308,4536,6213,0
2021-09-05,Malaysia,8851,4669,6876,0
2021-09-06,Malaysia,7304,4077,5971,0
2021-09-07,Malaysia,8142,4271,6134,0
2021-09-08,Malaysia,8191,4525,7017,0
2021-09-09,Malaysia,8020,4357,6930,0
2021-09-10,Malaysia,8436,4775,7965,0
2021-09-11,Malaysia,8186,4064,7300,0
2021-09-12,Malaysia,7477,3850,7871,0
2021-09-13,Malaysia,6303,3366,6404,0
2021-09-14,Malaysia,5991,3516,6162,0
2021-09-15,Malaysia,7515,3521,8459,0
2021-09-16,Malaysia,7026,3830,7959,0
2021-09-17,Malaysia,6503,3810,7264,0
2021-09-18,Malaysia,5572,3270,6707,0
2021-09-19,Malaysia,5555,2925,6474,0
2021-09-20,Malaysia,5148,2655,6542,0
2021-09-21,Malaysia,5519,2855,7385,0
2021-09-22,Malaysia,5290,2824,6876,0
2021-09-23,Malaysia,5122,2240,6392,0
2021-09-24,Malaysia,5045,2268,7241,0
2021-09-25,Malaysia,5015,1961,6923,0
2021-09-26,Malaysia,4409,2035,6660,0
2021-09-27,Malaysia,3706,1529,5724,0
2021-09-28,Malaysia,3799,1632,5901,0
2021-09-29,Malaysia,3975,1660,6799,0
2021-09-30,Malaysia,4141,1694,6900,0
2021-10-01,Malaysia,3748,1504,6636,1
2021-10-02,Malaysia,3650,1329,5936,0
2021-10-03,Malaysia,2911,1136,5019,0
2021-10-04,Malaysia,2641,1091,4343,0
2021-10-05,Malaysia,2577,1078,5162,0
2021-10-06,Malaysia,2922,1051,5407,0
2021-10-07,Malaysia,3029,1147,5714,0
2021-10-08,Malaysia,2938,1046,5767,0
2021-10-09,Malaysia,2600,951,5192,0
2021-10-10,Malaysia,2125,773,4474,1
2021-10-11,Malaysia,1952,669,4087,1
2021-10-12,Malaysia,2037,768,4470,1
2021-10-13,Malaysia,2166,782,5002,0
2021-10-14,Malaysia,2323,706,5055,0
2021-10-15,Malaysia,2178,584,4658,0
2021-10-16,Malaysia,2152,581,4776,0
2021-10-17,Malaysia,1794,500,3851,0
2021-10-18,Malaysia,1441,440,3553,0
2021-10-19,Malaysia,1620,405,3720,0
2021-10-20,Malaysia,1396,369,3749,2
2021-10-21,Malaysia,1645,432,4126,7
2021-10-22,Malaysia,1767,426,4431,6
2021-10-23,Malaysia,1610,370,3840,8
2021-10-24,Malaysia,1595,337,3718,16
